,Date,Close,High,Low,Open,Volume
160,2022-08-25,1348.1129150390625,1375.2411633369209,1344.205705841227,1374.6196086818957,4331088
161,2022-08-26,1351.1318359375,1371.9108783612571,1347.4909616342993,1363.2085730755819,3079136
162,2022-08-29,1298.0299072265625,1304.0683315463896,1287.5959401255452,1304.0683315463896,8079050
163,2022-08-30,1325.7352294921875,1328.5324420418817,1301.8037509629814,1308.1085087048089,6725875
164,2022-09-01,1300.205322265625,1303.668532666685,1288.5282470130728,1296.5202209856338,8140604
165,2022-09-02,1290.260009765625,1312.4599411105257,1285.8200234966448,1312.4599411105257,5175653
166,2022-09-05,1297.6302490234375,1302.6917893036236,1284.3546268952266,1288.4838352280558,3669352
167,2022-09-06,1292.12451171875,1305.355689709022,1283.5553183345817,1297.6301585781393,3428442
168,2022-09-07,1294.38916015625,1301.581915907194,1276.9844364483333,1278.7159876557116,3600574
169,2022-09-08,1310.594970703125,1315.212512366536,1299.6725627710948,1309.7957516157421,4061475
170,2022-09-09,1342.3409423828125,1349.7556970653623,1314.2358103004844,1321.33978765346,4816910
171,2022-09-12,1364.1412353515625,1372.7548731045804,1350.7769427256635,1354.9061513249576,5494819
172,2022-09-13,1371.9111328125,1379.0595531212691,1368.6700299824238,1378.0827779506399,4947158
173,2022-09-14,1310.15087890625,1331.06314454904,1307.1316672343812,1329.3315936480085,14332197
174,2022-09-15,1272.322265625,1309.9732552773253,1268.9922765591873,1309.7956992197146,12784100
175,2022-09-16,1222.81640625,1265.395822315344,1215.0907667170163,1265.395822315344,20464045
176,2022-09-19,1234.5823974609375,1248.5239084132897,1225.9687606499624,1236.0919491545515,6595241
177,2022-09-20,1233.028564453125,1255.2284946157747,1229.9649090518215,1250.255623540864,7219797
178,2022-09-21,1222.9940185546875,1233.250428524418,1215.1352658184694,1225.3472325735095,7917054
179,2022-09-22,1214.735595703125,1228.9435493746757,1207.6760620818068,1213.3148220155867,9168498
180,2022-09-23,1212.515625,1238.5784272088517,1209.4520782930736,1214.3360624565184,10426200
181,2022-09-26,1225.657958984375,1242.7074594125004,1203.2360329098556,1207.6760182711466,9414587
182,2022-09-27,1237.4683837890625,1248.967902705002,1223.6599857287542,1237.3794973619085,8561254
183,2022-09-28,1238.489501953125,1248.3906912173352,1222.7719967699986,1224.5479909555759,7022098
184,2022-09-29,1241.997314453125,1251.942839805904,1236.9801085571755,1247.5472969933132,6119965
185,2022-09-30,1255.139404296875,1260.3342738295787,1221.8839576743449,1233.3834762714234,8120130
186,2022-10-03,1237.64599609375,1253.8519436659194,1230.7640183576234,1253.8519436659194,4943169
187,2022-10-04,1269.3031005859375,1271.8338706895042,1255.6279233059583,1260.689463513092,6631341
188,2022-10-06,1292.1690673828125,1296.2982757871803,1282.3566555701389,1283.1558746803535,6180672
189,2022-10-07,1288.6614990234375,1294.566702109372,1278.8491949585682,1284.3547342638644,3994466
190,2022-10-10,1298.8291015625,1300.915873263201,1266.5947604561948,1266.5947604561948,5274677
191,2022-10-11,1264.3304443359375,1313.925065790571,1261.0447896892608,1298.829113538426,12824774
192,2022-10-12,1268.681396484375,1279.6925820570834,1255.2283273173289,1276.0518156752744,5481467
193,2022-10-13,1260.8670654296875,1276.8953475559135,1256.5158580930706,1270.7238112587875,4821514
194,2022-10-14,1309.1297607421875,1326.6677039503666,1302.913780870934,1318.6757298301836,14990688
195,2022-10-17,1323.0712890625,1327.55571795731,1310.2397738100408,1311.4829914797187,4286396
196,2022-10-18,1335.2811279296875,1341.7191065769207,1329.553590285518,1340.8755527341007,4692004
197,2022-10-19,1319.0753173828125,1336.3912617326525,1315.3902159447794,1335.54770780305,3553171
198,2022-10-20,1332.794921875,1335.5476913144482,1309.085333326775,1309.7957743941563,4583939
199,2022-10-21,1332.4398193359375,1337.323804011944,1324.314623149871,1332.2622632524126,3594485
200,2022-10-24,1347.8463134765625,1351.3539668962553,1341.7635553058506,1348.4235332441654,982837
201,2022-10-25,1355.3499755859375,1361.2107345868535,1350.6879909536958,1356.9483052781436,3914341
202,2022-10-27,1368.052490234375,1377.8823898027329,1357.7738493894442,1374.201834673,6760137
203,2022-10-28,1358.4468994140625,1371.6430686464905,1352.836264607297,1369.892594419864,3053981
204,2022-10-31,1380.3509521484375,1388.205841518274,1373.7079380791174,1373.7079380791174,4542336
205,2022-11-01,1412.084716796875,1413.8801201240165,1388.8342217938466,1394.1756124417263,4542692
206,2022-11-02,1394.4002685546875,1411.8605249667692,1386.9492996812326,1411.1872486077007,2938906
207,2022-11-03,1374.156982421875,1385.9617825966927,1365.9879182433451,1381.3385965713933,3174027
208,2022-11-04,1359.1202392578125,1364.9103708165444,1347.5847954712758,1364.9103708165444,4509682
209,2022-11-07,1353.240478515625,1371.598545314741,1338.56307661022,1365.7634838564727,4898592
210,2022-11-09,1356.6068115234375,1372.5859461620792,1347.5400459604302,1372.5859461620792,3334755
211,2022-11-10,1348.302978515625,1357.32492412614,1333.086979052459,1333.086979052459,3435763
212,2022-11-11,1409.4813232421875,1412.5335307351531,1388.430263614367,1388.430263614367,7214098
213,2022-11-14,1423.1265869140625,1428.602545514008,1408.000225198226,1414.0148924987643,4908813
214,2022-11-15,1430.9365234375,1434.392653098893,1411.8603621306952,1416.4386189277827,3497614
215,2022-11-16,1438.8363037109375,1444.4020103215976,1430.4876342122222,1433.7642672771042,4497697
216,2022-11-17,1425.0115966796875,1438.8362237690626,1421.0167586560885,1433.8090069491304,3469515
217,2022-11-18,1430.3978271484375,1434.5272328106976,1414.3289457404594,1428.8716685979427,3126064
218,2022-11-21,1407.7757568359375,1425.4156170914362,1404.0503824610678,1420.2538323357628,3071764
219,2022-11-22,1422.902099609375,1425.5502757469735,1402.2100319375143,1408.4939437323687,3399329
220,2022-11-23,1421.1964111328125,1429.1410489418556,1417.7402816433105,1426.3581957002846,3245067
221,2022-11-24,1463.074462890625,1468.6401703142205,1422.6329522649517,1426.4481849812325,5282215
222,2022-11-25,1468.3258056640625,1475.8215929330347,1448.7110454604212,1464.510573443889,4563255
223,2022-11-28,1457.3289794921875,1484.3497790755966,1454.276771758371,1461.4583854460668,3825766
224,2022-11-29,1462.40087890625,1471.1085408527335,1449.8330561316118,1455.3538334700106,3131710
225,2022-11-30,1467.6973876953125,1477.3926101335646,1448.12755589009,1454.2318618548122,11868134
226,2022-12-01,1487.5814208984375,1501.49579683449,1483.272518616262,1486.7734674759286,5407928
227,2022-12-02,1470.3455810546875,1491.8006727944214,1466.799593723397,1486.5939592971272,4283343
228,2022-12-05,1472.0062255859375,1476.5844819133267,1457.2390778283009,1470.4352477571372,3824966
229,2022-12-06,1447.903076171875,1459.6629463817758,1443.100394052047,1458.765244692734,4822398
230,2022-12-07,1441.2598876953125,1457.6878704538565,1433.3600699527174,1443.504141646878,4898087
231,2022-12-08,1454.4114990234375,1457.7778805554876,1434.976234395189,1441.260146588349,4206837
232,2022-12-09,1408.76318359375,1461.4582243868986,1401.4019646254637,1461.4582243868986,8880658
233,2022-12-12,1388.924072265625,1405.7559796963715,1373.5285752684867,1391.4376809417088,8037679
234,2022-12-13,1411.3216552734375,1416.1243371309986,1383.4929044328283,1388.9239336053154,6135067
235,2022-12-14,1417.8299560546875,1425.999018854275,1412.0846437883376,1420.163958342753,4976020
236,2022-12-15,1382.909423828125,1409.3916231159728,1378.1964900565588,1408.7632757795202,6443866
237,2022-12-16,1366.4814453125,1390.9887448634156,1357.369860981026,1368.9950538345975,9630453
238,2022-12-19,1353.150634765625,1361.7237298285659,1342.1089696118938,1353.689233868756,6222740
239,2022-12-20,1353.10595703125,1360.9159188007711,1330.797979798965,1347.4503918997082,7396259
240,2022-12-21,1355.12548828125,1365.4041277239296,1348.6619710394373,1360.0179181471094,6236361
241,2022-12-22,1366.346923828125,1373.4386796309227,1357.100552434212,1365.8531440573202,6302640
242,2022-12-23,1343.9493408203125,1355.4399676759397,1340.2687853624557,1354.3626597679338,6283822
243,2022-12-26,1348.70703125,1355.4397938764648,1343.2758922315616,1347.0013761347504,4115459
244,2022-12-27,1359.88330078125,1365.808109659706,1344.3081993200292,1355.4845408502367,4860076
245,2022-12-28,1355.6640625,1368.9499801299278,1345.2058171799563,1351.1306256894318,5029860
246,2022-12-29,1362.307373046875,1365.673754704515,1347.4503648313955,1350.1434701575076,4624745
247,2022-12-30,1353.91357421875,1373.8426164441485,1350.188200066258,1371.6881105842783,5060544
